review_file,predicted_sentiment
10100_10.txt,positive
10100_3.txt,positive
10101_4.txt,negative
10101_9.txt,positive
10102_2.txt,negative
10102_8.txt,positive
10103_1.txt,negative
10103_9.txt,positive
10104_1.txt,negative
10104_10.txt,positive
10105_3.txt,negative
10105_8.txt,positive
10106_1.txt,negative
10106_10.txt,negative
10107_2.txt,negative
10107_9.txt,positive
10108_1.txt,negative
10108_8.txt,positive
10109_1.txt,negative
10109_10.txt,positive
1010_1.txt,negative
1010_9.txt,positive
10110_1.txt,negative
10110_10.txt,positive
10111_1.txt,negative
10111_10.txt,positive
10112_1.txt,negative
10112_10.txt,positive
10113_1.txt,negative
10113_9.txt,positive
10114_2.txt,negative
10114_8.txt,positive
10115_1.txt,negative
10115_8.txt,positive
10116_1.txt,negative
10116_10.txt,positive
10117_1.txt,negative
10117_9.txt,positive
10118_1.txt,negative
10118_8.txt,positive
10119_1.txt,negative
10119_10.txt,positive
1011_4.txt,negative
1011_8.txt,positive
10120_1.txt,negative
10120_10.txt,positive
10121_1.txt,negative
10121_10.txt,positive
10122_10.txt,positive
10122_2.txt,negative
10123_10.txt,positive
10123_4.txt,negative
10124_3.txt,positive
10124_8.txt,positive
10125_4.txt,positive
10125_8.txt,positive
10126_4.txt,negative
10126_9.txt,positive
10127_10.txt,positive
10127_2.txt,negative
10128_1.txt,negative
10128_10.txt,positive
10129_10.txt,positive
10129_2.txt,negative
1012_1.txt,negative
1012_8.txt,negative
10130_2.txt,negative
10130_8.txt,positive
10131_3.txt,negative
10131_7.txt,positive
10132_10.txt,positive
10132_3.txt,negative
10133_4.txt,negative
10133_8.txt,positive
10134_4.txt,negative
10134_7.txt,positive
10135_3.txt,negative
10135_8.txt,positive
10136_1.txt,negative
10136_10.txt,positive
10137_10.txt,positive
10137_2.txt,positive
10138_10.txt,positive
10138_2.txt,negative
10139_1.txt,negative
10139_10.txt,negative
1013_1.txt,negative
1013_7.txt,positive
10140_1.txt,negative
10140_10.txt,positive
10141_1.txt,negative
10141_8.txt,positive
10142_10.txt,positive
10142_3.txt,negative
10143_3.txt,negative
10143_9.txt,positive
10144_1.txt,negative
10144_8.txt,positive
10145_1.txt,negative
10145_8.txt,positive
10146_1.txt,positive
10146_10.txt,positive
10147_1.txt,negative
10147_7.txt,positive
10148_1.txt,negative
10148_10.txt,positive
10149_1.txt,negative
10149_9.txt,positive
1014_4.txt,negative
1014_8.txt,negative
10150_2.txt,negative
10150_8.txt,positive
10151_1.txt,negative
10151_8.txt,positive
10152_1.txt,negative
10152_9.txt,positive
10153_1.txt,negative
10153_10.txt,positive
10154_10.txt,positive
10154_2.txt,positive
10155_1.txt,negative
10155_7.txt,negative
10156_3.txt,negative
10156_8.txt,positive
10157_1.txt,negative
10157_8.txt,positive
10158_2.txt,negative
10158_9.txt,positive
10159_4.txt,positive
10159_7.txt,positive
1015_4.txt,positive
1015_8.txt,positive
10160_3.txt,negative
10160_7.txt,positive
10161_1.txt,negative
10161_7.txt,positive
10162_10.txt,positive
10162_4.txt,negative
10163_4.txt,positive
10163_7.txt,positive
10164_4.txt,negative
10164_9.txt,negative
10165_2.txt,negative
10165_9.txt,positive
10166_4.txt,positive
10166_8.txt,positive
10167_4.txt,negative
10167_9.txt,positive
10168_4.txt,negative
10168_9.txt,positive
10169_3.txt,negative
10169_8.txt,positive
1016_3.txt,negative
1016_7.txt,negative
10170_1.txt,negative
10170_8.txt,positive
10171_1.txt,negative
10171_8.txt,positive
10172_1.txt,positive
10172_9.txt,positive
10173_1.txt,negative
10173_8.txt,positive
10174_1.txt,negative
10174_9.txt,positive
10175_2.txt,negative
10175_7.txt,positive
10176_1.txt,negative
10176_9.txt,positive
10177_10.txt,positive
10177_3.txt,negative
10178_1.txt,negative
10178_10.txt,positive
10179_1.txt,negative
10179_10.txt,negative
1017_1.txt,negative
1017_7.txt,negative
10180_1.txt,negative
10180_8.txt,negative
10181_10.txt,positive
10181_2.txt,negative
10182_10.txt,positive
10182_3.txt,negative
10183_1.txt,negative
10183_9.txt,positive
10184_1.txt,negative
10184_9.txt,positive
10185_1.txt,negative
10185_10.txt,positive
10186_1.txt,negative
10186_10.txt,positive
10187_1.txt,negative
10187_10.txt,positive
10188_1.txt,negative
10188_10.txt,positive
10189_1.txt,negative
10189_10.txt,positive
1018_4.txt,negative
1018_7.txt,positive
10190_1.txt,negative
10190_10.txt,negative
10191_1.txt,negative
10191_10.txt,positive
10192_1.txt,negative
10192_10.txt,positive
10193_1.txt,negative
10193_7.txt,positive
10194_1.txt,negative
10194_7.txt,negative
10195_1.txt,negative
10195_10.txt,positive
10196_1.txt,negative
10196_8.txt,positive
10197_2.txt,negative
10197_8.txt,positive
10198_2.txt,negative
10198_8.txt,positive
10199_1.txt,negative
10199_10.txt,positive
1019_10.txt,positive
1019_3.txt,negative
101_3.txt,negative
101_9.txt,positive
10200_1.txt,negative
10200_7.txt,negative
10201_1.txt,positive
10201_7.txt,positive
10202_4.txt,negative
10202_9.txt,positive
10203_10.txt,positive
10203_2.txt,negative
10204_10.txt,positive
10204_2.txt,negative
10205_1.txt,negative
10205_10.txt,positive
10206_4.txt,negative
10206_8.txt,positive
10207_10.txt,positive
10207_3.txt,negative
10208_1.txt,negative
10208_10.txt,positive
10209_1.txt,negative
10209_7.txt,negative
1020_2.txt,negative
1020_7.txt,negative
10210_3.txt,negative
10210_7.txt,positive
10211_4.txt,negative
10211_8.txt,positive
10212_4.txt,negative
10212_7.txt,negative
10213_4.txt,negative
10213_7.txt,negative
10214_10.txt,positive
10214_2.txt,negative
10215_10.txt,positive
10215_4.txt,negative
10216_1.txt,negative
10216_10.txt,positive
10217_4.txt,negative
10217_7.txt,positive
10218_4.txt,negative
10218_7.txt,positive
10219_4.txt,negative
10219_9.txt,negative
1021_2.txt,negative
1021_7.txt,negative
10220_10.txt,positive
10220_3.txt,negative
10221_2.txt,positive
10221_8.txt,positive
10222_1.txt,negative
10222_8.txt,positive
10223_10.txt,positive
10223_2.txt,negative
10224_2.txt,negative
10224_9.txt,negative
10225_1.txt,negative
10225_10.txt,positive
10226_10.txt,positive
10226_3.txt,positive
10227_3.txt,negative
10227_7.txt,negative
10228_1.txt,negative
10228_10.txt,positive
10229_10.txt,positive
10229_2.txt,negative
1022_10.txt,positive
1022_3.txt,negative
10230_2.txt,negative
10230_7.txt,positive
10231_4.txt,negative
10231_9.txt,positive
10232_1.txt,negative
10232_10.txt,positive
10233_3.txt,negative
10233_7.txt,negative
10234_3.txt,negative
10234_9.txt,positive
10235_10.txt,positive
10235_3.txt,negative
10236_10.txt,positive
10236_4.txt,negative
10237_10.txt,positive
10237_3.txt,negative
10238_2.txt,positive
10238_7.txt,positive
10239_1.txt,negative
10239_9.txt,positive
1023_10.txt,positive
1023_3.txt,positive
10240_1.txt,negative
10240_10.txt,positive
10241_1.txt,negative
10241_10.txt,positive
10242_2.txt,negative
10242_8.txt,positive
10243_2.txt,negative
10243_9.txt,positive
10244_2.txt,negative
10244_7.txt,positive
10245_4.txt,negative
10245_9.txt,positive
10246_2.txt,negative
10246_9.txt,positive
10247_1.txt,negative
10247_10.txt,positive
10248_1.txt,negative
10248_9.txt,positive
10249_1.txt,negative
10249_8.txt,positive
1024_4.txt,negative
1024_9.txt,positive
10250_10.txt,positive
10250_4.txt,negative
10251_10.txt,positive
10251_3.txt,negative
10252_1.txt,negative
10252_10.txt,positive
10253_3.txt,negative
10253_7.txt,positive
10254_1.txt,negative
10254_8.txt,positive
10255_1.txt,positive
10255_10.txt,positive
10256_10.txt,positive
10256_4.txt,negative
10257_10.txt,positive
10257_3.txt,negative
10258_1.txt,negative
10258_8.txt,positive
10259_10.txt,negative
10259_3.txt,negative
1025_10.txt,positive
1025_3.txt,negative
10260_1.txt,negative
10260_10.txt,positive
10261_1.txt,negative
10261_8.txt,positive
10262_4.txt,negative
10262_7.txt,positive
10263_3.txt,negative
10263_7.txt,positive
10264_2.txt,negative
10264_8.txt,positive
10265_3.txt,negative
10265_9.txt,positive
10266_1.txt,negative
10266_7.txt,positive
10267_4.txt,positive
10267_7.txt,positive
10268_3.txt,negative
10268_7.txt,positive
10269_4.txt,negative
10269_8.txt,positive
1026_10.txt,positive
1026_2.txt,negative
10270_1.txt,negative
10270_10.txt,positive
10271_1.txt,positive
10271_8.txt,positive
10272_1.txt,negative
10272_7.txt,positive
10273_1.txt,negative
10273_10.txt,positive
10274_2.txt,negative
10274_8.txt,positive
10275_3.txt,positive
10275_9.txt,positive
10276_1.txt,negative
10276_8.txt,positive
10277_10.txt,positive
10277_2.txt,negative
10278_4.txt,negative
10278_7.txt,positive
10279_4.txt,positive
10279_9.txt,positive
1027_4.txt,negative
1027_9.txt,positive
10280_4.txt,negative
10280_8.txt,positive
10281_4.txt,negative
10281_9.txt,positive
10282_10.txt,positive
10282_2.txt,negative
10283_1.txt,positive
10283_10.txt,positive
10284_1.txt,negative
10284_9.txt,positive
10285_1.txt,positive
10285_9.txt,positive
10286_10.txt,positive
10286_3.txt,negative
10287_1.txt,negative
10287_10.txt,positive
10288_1.txt,negative
10288_8.txt,positive
10289_1.txt,negative
10289_9.txt,positive
1028_10.txt,positive
1028_4.txt,negative
10290_1.txt,negative
10290_10.txt,positive
10291_3.txt,negative
10291_9.txt,positive
10292_10.txt,positive
10292_2.txt,negative
10293_1.txt,negative
10293_9.txt,positive
10294_2.txt,negative
10294_9.txt,positive
10295_1.txt,positive
10295_10.txt,positive
10296_1.txt,negative
10296_8.txt,positive
10297_1.txt,negative
10297_10.txt,positive
10298_1.txt,negative
10298_9.txt,positive
10299_1.txt,negative
10299_10.txt,positive
1029_10.txt,positive
1029_2.txt,negative
102_4.txt,positive
102_8.txt,positive
10300_1.txt,negative
10300_10.txt,positive
10301_10.txt,positive
10301_2.txt,negative
10302_3.txt,negative
10302_7.txt,positive
10303_3.txt,negative
10303_9.txt,positive
10304_2.txt,negative
10304_7.txt,positive
10305_1.txt,positive
10305_10.txt,positive
10306_1.txt,negative
10306_8.txt,positive
10307_2.txt,positive
10307_7.txt,negative
10308_1.txt,negative
10308_10.txt,positive
10309_2.txt,negative
10309_8.txt,positive
1030_2.txt,negative
1030_9.txt,positive
10310_1.txt,negative
10310_8.txt,positive
10311_1.txt,positive
10311_10.txt,positive
10312_1.txt,positive
10312_9.txt,positive
10313_1.txt,negative
10313_10.txt,positive
10314_1.txt,negative
10314_9.txt,positive
10315_1.txt,positive
10315_10.txt,positive
10316_1.txt,negative
10316_10.txt,positive
10317_1.txt,negative
10317_10.txt,positive
10318_1.txt,negative
10318_8.txt,positive
10319_1.txt,negative
10319_8.txt,negative
1031_1.txt,negative
1031_10.txt,positive
10320_1.txt,negative
10320_10.txt,positive
10321_1.txt,negative
10321_10.txt,negative
10322_1.txt,negative
10322_9.txt,positive
10323_10.txt,positive
10323_2.txt,positive
10324_1.txt,negative
10324_8.txt,positive
10325_2.txt,negative
10325_9.txt,positive
10326_1.txt,negative
10326_10.txt,positive
10327_1.txt,negative
10327_7.txt,positive
10328_1.txt,negative
10328_10.txt,positive
10329_1.txt,negative
10329_10.txt,positive
1032_1.txt,negative
1032_10.txt,positive
10330_2.txt,negative
10330_9.txt,positive
10331_1.txt,negative
10331_9.txt,positive
10332_1.txt,negative
10332_10.txt,positive
10333_1.txt,negative
10333_10.txt,positive
10334_1.txt,negative
10334_7.txt,positive
10335_1.txt,negative
10335_7.txt,positive
10336_1.txt,negative
10336_7.txt,positive
10337_1.txt,negative
10337_10.txt,positive
10338_3.txt,negative
10338_9.txt,positive
10339_4.txt,negative
10339_8.txt,positive
1033_2.txt,negative
1033_9.txt,positive
10340_1.txt,positive
10340_7.txt,negative
10341_2.txt,negative
10341_7.txt,positive
10342_1.txt,negative
10342_9.txt,positive
10343_1.txt,negative
10343_9.txt,positive
10344_4.txt,positive
10344_9.txt,positive
10345_3.txt,negative
10345_7.txt,positive
10346_4.txt,negative
10346_9.txt,positive
10347_1.txt,negative
10347_10.txt,positive
10348_1.txt,negative
10348_10.txt,positive
10349_2.txt,negative
10349_8.txt,positive
1034_10.txt,positive
1034_2.txt,negative
10350_1.txt,negative
10350_9.txt,positive
10351_3.txt,negative
10351_8.txt,positive
10352_1.txt,negative
10352_10.txt,positive
10353_10.txt,negative
10353_2.txt,negative
10354_4.txt,negative
10354_7.txt,negative
10355_10.txt,negative
10355_4.txt,negative
10356_1.txt,negative
10356_7.txt,negative
10357_2.txt,negative
10357_7.txt,negative
10358_3.txt,negative
10358_7.txt,negative
10359_1.txt,negative
10359_8.txt,positive
1035_3.txt,negative
1035_9.txt,positive
10360_1.txt,negative
10360_9.txt,positive
10361_1.txt,negative
10361_9.txt,positive
10362_4.txt,negative
10362_7.txt,positive
10363_3.txt,negative
10363_7.txt,negative
10364_10.txt,positive
10364_2.txt,negative
10365_1.txt,negative
10365_7.txt,positive
10366_3.txt,negative
10366_8.txt,negative
10367_3.txt,negative
10367_8.txt,positive
10368_3.txt,negative
10368_8.txt,positive
10369_4.txt,positive
10369_9.txt,positive
1036_10.txt,positive
1036_3.txt,negative
10370_10.txt,positive
10370_3.txt,negative
10371_4.txt,positive
10371_8.txt,positive
10372_10.txt,positive
10372_4.txt,positive
10373_10.txt,positive
10373_2.txt,negative
10374_10.txt,positive
10374_3.txt,negative
10375_3.txt,negative
10375_8.txt,positive
10376_10.txt,negative
10376_3.txt,negative
10377_2.txt,positive
10377_8.txt,positive
10378_4.txt,negative
10378_8.txt,positive
10379_3.txt,negative
10379_9.txt,positive
1037_1.txt,negative
1037_10.txt,positive
10380_1.txt,negative
10380_7.txt,positive
10381_2.txt,negative
10381_8.txt,positive
10382_10.txt,positive
10382_3.txt,negative
10383_1.txt,negative
10383_8.txt,positive
10384_1.txt,negative
10384_7.txt,positive
10385_1.txt,negative
10385_10.txt,positive
10386_1.txt,negative
10386_7.txt,positive
10387_1.txt,negative
10387_9.txt,positive
10388_10.txt,positive
10388_4.txt,negative
10389_1.txt,negative
10389_7.txt,positive
1038_1.txt,positive
1038_10.txt,negative
10390_1.txt,negative
10390_7.txt,positive
10391_4.txt,negative
10391_9.txt,negative
10392_2.txt,negative
10392_8.txt,positive
10393_1.txt,negative
10393_9.txt,negative
10394_1.txt,negative
10394_9.txt,positive
10395_10.txt,negative
10395_2.txt,negative
10396_4.txt,positive
10396_8.txt,positive
10397_1.txt,negative
10397_10.txt,positive
10398_1.txt,negative
10398_10.txt,positive
10399_10.txt,positive
10399_2.txt,negative
1039_1.txt,negative
1039_10.txt,positive
103_10.txt,positive
103_3.txt,negative
10400_4.txt,positive
10400_9.txt,positive
10401_1.txt,negative
10401_7.txt,positive
10402_3.txt,negative
10402_8.txt,positive
10403_10.txt,positive
10403_4.txt,negative
10404_4.txt,positive
10404_9.txt,positive
10405_4.txt,positive
10405_7.txt,positive
10406_1.txt,negative
10406_8.txt,negative
10407_10.txt,positive
10407_2.txt,negative
10408_10.txt,positive
10408_2.txt,negative
10409_10.txt,negative
10409_2.txt,positive
1040_4.txt,negative
1040_9.txt,positive
10410_1.txt,negative
10410_10.txt,positive
10411_10.txt,positive
10411_3.txt,negative
10412_2.txt,negative
10412_8.txt,positive
10413_3.txt,negative
10413_8.txt,positive
10414_1.txt,negative
10414_10.txt,positive
10415_3.txt,positive
10415_7.txt,positive
10416_4.txt,negative
10416_9.txt,positive
10417_2.txt,negative
10417_7.txt,positive
10418_1.txt,negative
10418_8.txt,positive
10419_4.txt,positive
10419_8.txt,positive
1041_10.txt,positive
1041_2.txt,negative
10420_3.txt,negative
10420_9.txt,positive
10421_4.txt,negative
10421_8.txt,positive
10422_3.txt,negative
10422_9.txt,positive
10423_1.txt,negative
10423_9.txt,positive
10424_1.txt,negative
10424_7.txt,negative
10425_1.txt,negative
10425_10.txt,positive
10426_4.txt,negative
10426_8.txt,positive
10427_1.txt,negative
10427_10.txt,positive
10428_1.txt,negative
10428_10.txt,positive
10429_1.txt,negative
10429_9.txt,positive
1042_3.txt,negative
1042_7.txt,positive
10430_1.txt,negative
10430_10.txt,positive
10431_10.txt,positive
10431_2.txt,negative
10432_10.txt,positive
10432_4.txt,positive
10433_2.txt,negative
10433_8.txt,positive
10434_1.txt,negative
10434_8.txt,positive
10435_1.txt,negative
10435_7.txt,positive
10436_1.txt,negative
10436_8.txt,positive
10437_1.txt,negative
10437_9.txt,positive
10438_3.txt,negative
10438_9.txt,positive
10439_3.txt,positive
10439_8.txt,positive
1043_4.txt,negative
1043_9.txt,positive
10440_1.txt,negative
10440_7.txt,positive
10441_4.txt,positive
10441_9.txt,positive
10442_2.txt,positive
10442_8.txt,positive
10443_3.txt,negative
10443_7.txt,positive
10444_1.txt,negative
10444_9.txt,positive
10445_1.txt,negative
10445_10.txt,positive
10446_10.txt,positive
10446_2.txt,negative
10447_2.txt,negative
10447_7.txt,positive
10448_1.txt,negative
10448_7.txt,negative
10449_10.txt,positive
10449_2.txt,negative
1044_3.txt,negative
1044_8.txt,positive
10450_1.txt,negative
10450_7.txt,positive
10451_1.txt,negative
10451_7.txt,positive
10452_1.txt,negative
10452_8.txt,positive
10453_1.txt,negative
10453_10.txt,positive
10454_1.txt,negative
10454_8.txt,negative
10455_1.txt,negative
10455_9.txt,positive
10456_1.txt,negative
10456_10.txt,positive
10457_1.txt,negative
10457_8.txt,positive
10458_1.txt,negative
10458_7.txt,positive
10459_1.txt,negative
10459_10.txt,positive
1045_3.txt,positive
1045_9.txt,positive
10460_1.txt,negative
10460_10.txt,positive
10461_1.txt,negative
10461_10.txt,positive
10462_10.txt,positive
10462_3.txt,negative
10463_10.txt,positive
10463_2.txt,negative
10464_10.txt,positive
10464_2.txt,negative
10465_10.txt,positive
10465_3.txt,negative
10466_3.txt,negative
10466_8.txt,positive
10467_3.txt,negative
10467_9.txt,positive
10468_10.txt,positive
10468_2.txt,negative
10469_10.txt,positive
10469_3.txt,negative
1046_1.txt,negative
1046_9.txt,positive
10470_1.txt,negative
10470_10.txt,positive
10471_10.txt,positive
10471_4.txt,negative
10472_10.txt,positive
10472_3.txt,negative
10473_10.txt,positive
10473_4.txt,negative
10474_10.txt,positive
10474_3.txt,negative
10475_10.txt,positive
10475_2.txt,negative
10476_10.txt,positive
10476_2.txt,positive
10477_1.txt,positive
10477_9.txt,positive
10478_1.txt,negative
10478_10.txt,positive
10479_10.txt,positive
10479_4.txt,negative
1047_4.txt,negative
1047_8.txt,positive
10480_4.txt,negative
10480_8.txt,negative
10481_3.txt,negative
10481_9.txt,positive
10482_10.txt,positive
10482_4.txt,negative
10483_1.txt,negative
10483_8.txt,positive
10484_10.txt,positive
10484_2.txt,negative
10485_1.txt,negative
10485_10.txt,positive
10486_1.txt,negative
10486_10.txt,positive
10487_3.txt,negative
10487_7.txt,negative
10488_3.txt,negative
10488_7.txt,positive
10489_1.txt,negative
10489_8.txt,positive
1048_4.txt,positive
1048_8.txt,positive
10490_1.txt,negative
10490_9.txt,positive
10491_3.txt,negative
10491_7.txt,positive
10492_1.txt,negative
10492_8.txt,positive
10493_1.txt,negative
10493_10.txt,positive
10494_2.txt,negative
10494_8.txt,negative
10495_2.txt,negative
10495_8.txt,positive
10496_1.txt,negative
10496_10.txt,positive
10497_1.txt,negative
10497_10.txt,negative
10498_1.txt,negative
10498_10.txt,negative
10499_1.txt,negative
10499_8.txt,negative
1049_3.txt,negative
1049_9.txt,positive
104_1.txt,negative
104_10.txt,positive
10500_1.txt,negative
10500_7.txt,positive
10501_1.txt,negative
10501_10.txt,negative
10502_1.txt,negative
10502_7.txt,positive
10503_1.txt,negative
10503_8.txt,negative
10504_1.txt,negative
10504_7.txt,negative
10505_1.txt,negative
10505_7.txt,positive
10506_1.txt,negative
10506_8.txt,positive
10507_2.txt,negative
10507_7.txt,negative
10508_1.txt,negative
10508_7.txt,positive
10509_1.txt,negative
10509_8.txt,positive
1050_4.txt,negative
1050_9.txt,negative
10510_2.txt,negative
10510_7.txt,positive
10511_1.txt,negative
10511_10.txt,positive
10512_1.txt,negative
10512_9.txt,positive
10513_1.txt,negative
10513_7.txt,positive
10514_1.txt,negative
10514_9.txt,positive
10515_3.txt,negative
10515_8.txt,positive
10516_1.txt,negative
10516_10.txt,positive
10517_1.txt,negative
10517_10.txt,positive
10518_1.txt,negative
10518_7.txt,positive
10519_1.txt,negative
10519_8.txt,positive
1051_1.txt,negative
1051_10.txt,positive
10520_10.txt,positive
10520_2.txt,negative
10521_10.txt,positive
10521_2.txt,negative
10522_1.txt,negative
10522_10.txt,positive
10523_1.txt,negative
10523_9.txt,positive
10524_10.txt,positive
10524_2.txt,negative
10525_4.txt,negative
10525_7.txt,positive
10526_10.txt,positive
10526_2.txt,negative
10527_10.txt,positive
10527_3.txt,negative
10528_1.txt,negative
10528_8.txt,positive
10529_3.txt,negative
10529_7.txt,positive
1052_10.txt,positive
1052_3.txt,negative
10530_1.txt,negative
10530_10.txt,positive
10531_10.txt,positive
10531_3.txt,negative
10532_1.txt,negative
10532_9.txt,positive
10533_10.txt,negative
10533_3.txt,positive
10534_10.txt,positive
10534_2.txt,negative
10535_10.txt,positive
10535_3.txt,negative
10536_2.txt,negative
10536_8.txt,positive
10537_3.txt,negative
10537_9.txt,positive
10538_1.txt,negative
10538_10.txt,positive
10539_2.txt,negative
10539_8.txt,positive
1053_10.txt,positive
1053_4.txt,negative
10540_1.txt,negative
10540_10.txt,negative
10541_2.txt,negative
10541_8.txt,negative
10542_10.txt,negative
10542_4.txt,negative
10543_3.txt,negative
10543_7.txt,negative
10544_10.txt,positive
10544_3.txt,negative
10545_10.txt,positive
10545_2.txt,negative
10546_1.txt,negative
10546_10.txt,positive
10547_10.txt,positive
10547_3.txt,negative
10548_1.txt,negative
10548_10.txt,positive
10549_10.txt,positive
10549_2.txt,negative
1054_2.txt,negative
1054_9.txt,positive
10550_2.txt,negative
10550_8.txt,negative
10551_1.txt,negative
10551_10.txt,positive
10552_4.txt,positive
10552_7.txt,negative
10553_1.txt,negative
10553_7.txt,positive
10554_2.txt,negative
10554_9.txt,positive
10555_10.txt,positive
10555_3.txt,negative
10556_10.txt,positive
10556_3.txt,negative
10557_3.txt,negative
10557_8.txt,positive
10558_4.txt,negative
10558_9.txt,positive
10559_3.txt,negative
10559_7.txt,positive
1055_10.txt,positive
1055_3.txt,negative
10560_4.txt,negative
10560_9.txt,positive
10561_2.txt,negative
10561_9.txt,positive
10562_1.txt,negative
10562_7.txt,negative
10563_2.txt,negative
10563_9.txt,negative
10564_3.txt,negative
10564_7.txt,positive
10565_1.txt,negative
10565_10.txt,positive
10566_3.txt,negative
10566_9.txt,positive
10567_4.txt,negative
10567_8.txt,positive
10568_10.txt,positive
10568_4.txt,negative
10569_1.txt,negative
10569_7.txt,positive
1056_3.txt,positive
1056_8.txt,positive
10570_1.txt,negative
10570_10.txt,positive
10571_10.txt,positive
10571_3.txt,negative
10572_1.txt,negative
